MgrID	education	religion	research_area	professional	pricing_group	race	age_group	gender	selected	rating
847	2	others	3	3	4	1	5	female	1	0.166666667
847	1	muslim	3	6	1	1	2	female	0	0.5
847	1	hindu	3	6	6	1	5	female	1	0.333333333
847	1	hindu	6	2	1	1	5	female	1	0.5
847	1	muslim	2	3	5	2	6	male	0	0.333333333
818	1	catholic	5	3	1	1	2	female	1	0.666666667
818	1	Chrisitan	3	2	2	4	3	male	0	0.333333333
818	2	catholic	2	6	6	6	1	male	1	0.666666667
818	1	others	4	1	4	5	5	male	0	0.5
818	2	buddist	5	3	5	1	1	female	0	0.5
818	2	hindu	4	2	3	4	2	female	1	0.833333333
818	1	buddist	5	4	3	3	5	female	1	0.833333333
818	1	others	2	5	2	5	6	female	0	0.166666667
818	1	Chrisitan	3	6	1	2	5	male	1	0.833333333
818	2	others	5	2	5	2	2	female	0	0.333333333
347	2	muslim	3	5	5	4	5	female	0	0.333333333
347	2	others	6	3	5	1	3	male	1	0.5
347	2	others	6	1	6	4	3	female	0	0.666666667
347	2	buddist	4	5	1	6	4	male	1	0.833333333
347	2	muslim	1	3	1	5	6	female	0	0.333333333
347	2	others	3	3	1	5	1	male	1	0.833333333
347	1	hindu	6	5	2	6	1	female	1	0.833333333
347	1	catholic	4	5	5	1	1	male	0	0.666666667
347	2	Chrisitan	1	3	6	3	5	male	0	0.166666667
347	2	hindu	2	1	4	3	6	female	1	0.333333333
531	1	others	6	1	6	3	1	male	1	0.666666667
531	1	catholic	3	2	2	3	6	male	0	0.333333333
531	2	catholic	5	3	4	1	1	female	1	0.666666667
531	2	Chrisitan	1	4	2	5	2	male	0	0.333333333
531	2	buddist	4	2	6	4	1	male	0	0.5
531	1	muslim	6	1	6	6	1	female	1	0.666666667
531	2	Chrisitan	5	1	2	1	3	male	0	0.666666667
531	1	buddist	6	4	1	4	1	male	1	0.5
531	2	buddist	5	6	4	5	5	female	0	0.666666667
531	2	hindu	4	1	6	5	5	female	1	0.5
219	1	Chrisitan	1	2	5	6	6	female	1	0.666666667
219	2	hindu	4	6	5	1	3	female	0	0.166666667
219	2	muslim	3	6	5	4	1	male	1	0.833333333
219	1	catholic	4	6	2	5	2	male	0	0.166666667
219	1	Chrisitan	2	2	4	4	6	male	0	0.5
219	2	buddist	1	5	5	4	4	male	1	0
219	1	Chrisitan	6	4	5	5	2	female	0	0.666666667
219	2	hindu	4	1	5	3	1	female	1	0.833333333
219	2	muslim	2	2	4	1	3	female	1	0
219	1	others	1	1	3	4	6	male	0	0
395	1	catholic	5	5	4	3	3	female	0	0.166666667
395	2	buddist	3	6	4	3	1	female	1	0.166666667
395	1	catholic	4	1	6	4	4	female	1	0.5
395	2	catholic	2	3	2	3	2	female	0	0.333333333
395	1	buddist	1	3	3	5	3	female	0	0
395	2	catholic	6	2	5	6	3	male	1	0.5
395	2	buddist	2	5	1	6	3	male	1	0.333333333
395	2	others	5	6	5	5	3	female	0	0.166666667
395	1	Chrisitan	1	6	1	1	4	female	0	0
395	2	buddist	4	1	5	1	4	male	1	0.333333333
836	1	catholic	4	4	3	4	6	female	1	0.5
836	1	buddist	2	4	4	5	4	male	0	0.166666667
836	2	others	6	4	2	5	3	female	0	0.833333333
836	2	Chrisitan	6	4	6	1	4	male	1	0
836	2	buddist	5	2	5	5	5	female	1	0.5
836	1	muslim	5	1	2	6	6	male	0	0.333333333
836	1	hindu	5	5	4	1	6	female	0	0.833333333
836	2	Chrisitan	5	1	4	1	4	male	1	0.333333333
836	2	catholic	6	1	3	3	2	male	1	0.666666667
836	1	buddist	5	5	2	6	6	female	0	0.5
230	2	Chrisitan	2	3	5	4	3	male	1	0.666666667
230	2	hindu	3	2	6	5	2	male	0	0.333333333
230	2	buddist	2	6	5	5	6	female	0	0.166666667
230	1	hindu	4	5	6	2	5	male	1	0.666666667
230	1	Chrisitan	1	1	5	5	2	male	0	0.833333333
230	1	hindu	6	4	4	2	3	female	1	0.666666667
230	2	others	4	1	5	1	3	female	1	0.666666667
230	2	muslim	2	3	6	6	6	male	0	0.333333333
230	2	others	6	4	6	4	2	female	1	0.666666667
230	1	hindu	6	6	3	4	1	female	0	0.166666667
614	2	catholic	1	5	2	4	1	female	1	0.833333333
614	1	buddist	6	4	5	3	1	male	0	
614	1	muslim	6	5	2	2	1	female	1	0.666666667
614	1	catholic	4	6	6	6	6	female	0	0.166666667
614	1	others	1	6	3	4	4	male	0	0.166666667
614	1	others	4	4	3	3	6	female	1	0.666666667
614	1	catholic	2	3	4	6	6	male	1	0.666666667
614	2	others	3	6	6	3	2	male	0	0.166666667
614	2	catholic	2	6	6	2	2	male	1	0.5
614	2	buddist	6	6	2	1	3	female	0	0.333333333
777	1	muslim	1	6	1	2	3	female	0	0.333333333
777	2	others	3	5	1	1	3	female	1	0.666666667
777	2	muslim	6	6	3	5	5	male	1	0.666666667
777	2	Chrisitan	3	2	5	4	6	male	0	0.333333333
777	1	others	1	2	2	4	3	male	0	0.333333333
777	2	catholic	6	1	5	3	4	male	1	0.666666667
777	1	buddist	2	3	5	6	2	male	1	0.666666667
777	1	muslim	5	6	2	1	1	male	0	0.333333333
777	1	catholic	1	1	6	5	2	male	1	0.666666667
777	1	Chrisitan	3	2	6	1	4	male	0	0.333333333
91	2	Chrisitan	3	2	6	2	4	female	0	0.5
91	2	Chrisitan	4	4	2	5	4	male	1	0.833333333
91	2	Chrisitan	5	1	1	1	3	female	1	0.833333333
91	2	buddist	3	5	1	5	6	male	0	0.5
91	1	hindu	1	3	1	1	5	female	1	0.833333333
91	2	buddist	6	6	5	3	4	male	0	0.5
91	1	buddist	6	3	1	2	2	female	0	0.5
91	1	catholic	3	5	3	6	3	female	1	0.833333333
91	1	catholic	1	2	3	5	5	male	1	0.833333333
91	1	Chrisitan	2	1	6	3	4	female	0	0.5
874	1	buddist	4	3	3	3	1	female	0	0.666666667
874	2	hindu	4	1	6	2	3	male	1	0.833333333
874	1	muslim	6	2	4	5	3	male	0	0.666666667
874	1	hindu	4	5	4	1	1	male	1	0.5
874	1	buddist	2	4	2	4	3	female	1	0.666666667
874	2	Chrisitan	2	1	4	3	4	male	0	0.5
874	1	catholic	1	4	5	6	5	female	1	0.666666667
874	1	catholic	1	2	1	3	5	female	0	0.666666667
874	1	others	3	6	2	4	2	male	0	0.5
874	2	muslim	1	3	1	5	4	female	1	0.666666667
322	2	others	1	3	4	6	5	female	0	0.833333333
322	2	buddist	3	5	6	3	3	male	1	0.666666667
322	2	others	6	1	2	5	3	female	1	0.833333333
322	1	muslim	4	4	5	1	1	female	0	0.666666667
322	2	catholic	5	6	2	5	2	female	1	1
322	2	catholic	1	5	4	1	4	male	0	0.666666667
322	2	muslim	2	6	2	6	2	female	1	1
322	1	others	6	5	4	4	5	female	0	0.833333333
322	1	muslim	2	5	1	2	3	female	0	1
322	2	others	5	5	6	5	3	female	1	0.833333333
784	1	buddist	4	3	3	1	2	male	1	0.833333333
784	1	catholic	6	2	3	1	6	female	0	0.5
784	2	muslim	5	6	4	4	6	male	0	0.666666667
784	2	others	3	6	1	3	2	female	1	0.666666667
784	2	Chrisitan	5	1	5	2	2	male	0	0.5
784	1	muslim	6	6	6	6	4	male	1	0.666666667
784	2	buddist	5	6	3	1	5	female	1	0.833333333
784	1	others	5	1	2	1	2	male	0	0.5
784	2	hindu	1	2	5	4	4	male	0	0.666666667
784	2	hindu	1	1	6	1	4	female	1	0.833333333
469	1	hindu	5	5	6	4	2	male	1	0.333333333
469	2	catholic	2	4	4	4	3	male	0	0.166666667
469	2	Chrisitan	2	2	6	5	3	female	0	0.333333333
469	2	muslim	3	3	3	1	2	male	1	0.333333333
469	2	muslim	6	4	3	2	2	male	1	0.5
469	1	muslim	5	4	1	3	5	female	0	0.5
469	1	catholic	4	4	2	1	5	male	0	0.166666667
469	2	catholic	3	4	3	3	1	female	1	0.166666667
469	2	Chrisitan	2	2	4	3	6	male	0	0.333333333
469	2	muslim	2	3	2	4	3	female	1	0.333333333
851	2	catholic	3	6	2	6	2	male	0	0.333333333
851	1	others	2	4	1	1	5	male	1	0.5
851	1	Chrisitan	2	4	4	3	6	female	0	0.333333333
851	1	catholic	1	2	5	3	3	male	1	0.333333333
851	1	hindu	2	4	3	2	4	female	1	0.666666667
851	1	others	3	4	6	1	2	female	0	0.333333333
851	2	buddist	1	2	5	4	2	female	0	0.666666667
851	2	buddist	6	3	2	3	2	female	1	0.333333333
851	1	muslim	6	5	6	1	2	male	1	0.666666667
851	1	muslim	2	2	2	6	3	male	0	0.333333333
637	1	catholic	3	4	2	2	6	male	0	0.833333333
637	1	hindu	6	1	4	5	1	female	1	0.666666667
637	2	hindu	5	5	6	3	4	male	1	1
637	1	others	5	6	3	3	5	male	0	0.5
637	2	hindu	4	6	1	5	5	male	0	0.666666667
637	2	hindu	5	4	2	2	4	male	1	1
637	1	catholic	1	5	2	5	3	female	0	1
637	1	muslim	6	2	3	5	4	male	1	0.666666667
124	1	buddist	3	6	3	1	1	female	0	0.666666667
124	1	others	6	2	3	4	2	female	1	0.333333333
124	2	catholic	1	3	6	1	2	female	0	0.666666667
124	1	Chrisitan	5	4	6	2	1	female	1	0.333333333
124	1	catholic	4	3	2	1	3	male	1	0.333333333
124	1	catholic	1	6	2	1	1	male	0	0.666666667
124	1	muslim	6	3	6	6	1	male	1	0.166666667
124	1	muslim	5	6	5	1	3	female	0	0.833333333
124	1	hindu	5	3	1	6	2	male	1	0.5
124	1	catholic	5	1	5	5	3	female	0	0.5
435	2	others	3	6	6	2	1	male	0	0
435	2	buddist	5	4	4	6	4	male	1	1
435	2	Chrisitan	2	2	1	1	2	male	0	0.166666667
435	1	Chrisitan	3	1	3	3	5	male	1	1
435	1	buddist	2	6	4	3	4	male	0	0.166666667
435	1	muslim	4	6	2	5	6	female	1	1
435	2	Chrisitan	6	3	6	1	5	female	0	0
435	2	others	6	3	4	2	4	female	1	1
435	2	catholic	6	3	2	3	4	female	1	1
435	1	hindu	1	3	6	6	3	male	0	0
545	2	others	2	2	5	5	4	male	1	0.666666667
545	2	hindu	1	4	4	5	5	female	0	0.333333333
545	2	others	5	2	6	6	1	female	1	0.5
545	2	buddist	2	2	3	5	6	male	0	0.333333333
545	1	buddist	1	1	4	5	6	female	0	0.166666667
545	1	hindu	1	5	2	3	2	female	1	0.333333333
545	1	Chrisitan	6	3	4	5	3	male	1	0.666666667
545	1	catholic	6	1	4	2	6	female	0	0.333333333
545	1	catholic	5	2	6	3	6	male	1	0.5
545	2	others	5	4	4	6	6	female	0	0.166666667
543	1	Chrisitan	4	3	1	6	3	male	1	0.666666667
543	1	buddist	5	1	2	3	2	male	0	0.5
543	2	buddist	2	6	1	1	6	female	0	0.5
543	1	catholic	5	5	5	6	2	female	1	0.666666667
543	1	Chrisitan	5	6	2	3	5	female	0	0.333333333
543	1	hindu	2	3	4	2	2	male	1	0.666666667
543	1	muslim	1	4	4	2	1	female	0	0.333333333
543	2	buddist	3	3	6	1	4	male	1	0.666666667
543	1	buddist	3	3	1	2	4	male	1	0.666666667
543	1	Chrisitan	2	5	4	4	2	male	0	0.5
831	1	buddist	4	4	6	1	2	male	0	0.5
831	1	muslim	4	4	1	5	3	male	1	0.5
831	2	catholic	6	6	5	2	4	female	1	0.5
831	2	others	2	3	2	3	3	female	0	0.5
831	1	others	2	4	3	4	1	male	0	0.5
831	1	others	1	4	1	4	4	female	1	0.5
831	1	muslim	4	3	5	5	3	male	1	0.5
831	1	buddist	6	6	6	3	1	male	0	0.5
831	2	catholic	3	3	6	4	2	male	0	0.5
831	1	buddist	4	2	2	3	6	male	1	0.5
296	2	buddist	1	5	4	6	4	female	0	0.333333333
296	2	Chrisitan	3	4	2	5	5	male	1	0.5
296	1	others	6	5	2	6	3	male	0	0.333333333
296	1	Chrisitan	5	1	5	4	5	female	1	0.833333333
296	1	Chrisitan	6	4	3	5	6	male	1	0.666666667
296	1	buddist	3	5	1	1	2	male	0	0.5
296	2	Chrisitan	1	2	5	1	3	female	1	0.666666667
296	2	Chrisitan	3	5	5	1	2	female	0	0.5
296	1	hindu	6	6	2	4	6	female	0	0.5
296	2	Chrisitan	6	6	5	2	5	female	1	0.666666667
680	1	others	1	6	4	4	2	male	0	0.166666667
680	2	hindu	1	2	6	3	3	female	1	0.5
680	2	muslim	1	6	3	3	3	female	1	0.5
680	1	Chrisitan	4	5	1	1	1	female	0	0.166666667
680	2	hindu	4	6	5	2	6	female	0	0.166666667
680	2	catholic	2	6	3	3	2	male	1	0.5
680	2	others	1	2	1	3	6	male	1	0
680	1	others	1	6	2	4	5	female	0	0
680	2	hindu	6	2	4	1	1	female	1	0.666666667
680	2	catholic	2	3	1	1	2	female	0	0.666666667
150	1	others	3	1	3	1	2	female	1	0.833333333
150	1	others	1	4	6	3	2	female	0	0.5
150	2	hindu	6	3	5	1	5	male	1	0.833333333
150	2	others	5	6	6	4	6	female	0	0.5
150	1	muslim	4	5	6	3	3	female	0	0.833333333
150	1	hindu	3	2	3	4	1	female	1	0.5
150	1	catholic	1	4	5	6	5	male	0	0.666666667
150	2	buddist	3	1	3	6	5	female	1	0.5
150	2	others	6	3	2	3	4	male	0	0.666666667
150	2	buddist	3	3	4	5	3	female	1	0.333333333
556	1	others	1	5	2	6	1	male	0	0.333333333
556	1	Chrisitan	6	3	1	1	3	male	1	0.5
556	1	Chrisitan	5	6	5	5	6	female	0	0.166666667
556	1	hindu	2	4	3	3	4	female	1	0.666666667
556	2	muslim	4	5	3	3	5	male	1	0.666666667
556	2	buddist	4	6	3	5	6	female	0	0.166666667
556	2	muslim	3	2	3	3	1	male	1	0.833333333
556	2	muslim	4	1	4	1	1	female	0	0.666666667
556	2	others	6	3	6	6	3	female	0	0.5
556	2	Chrisitan	5	3	6	5	6	male	1	0.833333333
61	2	hindu	3	3	4	2	6	female	0	0.333333333
61	1	buddist	4	6	5	4	2	female	1	0.5
61	2	muslim	2	2	4	3	4	female	0	0.5
61	2	buddist	2	2	1	4	6	male	1	0.333333333
61	1	others	1	1	6	5	2	female	1	0.5
61	1	catholic	6	5	5	3	3	female	0	0.333333333
61	2	muslim	1	3	4	3	5	male	0	0.5
61	2	hindu	6	6	3	2	3	male	1	0.333333333
61	1	muslim	5	3	1	2	1	male	1	0.5
61	2	buddist	4	4	4	1	2	female	0	0.333333333
65	2	muslim	3	2	2	2	2	female	1	0.333333333
65	2	buddist	4	4	1	4	5	female	0	0.166666667
65	2	Chrisitan	1	5	6	6	2	female	1	0.666666667
65	1	catholic	5	4	1	1	1	female	0	0.5
65	2	muslim	4	2	1	1	1	female	1	0.666666667
65	1	others	6	6	5	4	3	male	0	0.166666667
65	2	others	3	5	6	5	6	male	0	0.166666667
65	1	hindu	6	5	2	2	5	female	1	0.5
65	1	Chrisitan	4	5	5	4	2	female	0	0.333333333
65	2	Chrisitan	6	4	3	2	4	female	1	0.666666667
410	1	buddist	4	5	2	5	3	female	1	0.666666667
410	2	others	2	2	3	2	3	female	0	0.5
410	2	Chrisitan	6	2	4	4	5	male	1	1
410	1	Chrisitan	1	2	1	3	1	male	0	0
410	1	Chrisitan	6	3	6	2	3	male	1	0.833333333
410	1	others	6	2	5	1	6	male	0	0.5
410	2	Chrisitan	1	2	2	5	1	female	0	0.166666667
410	2	muslim	6	5	2	5	1	male	1	0.833333333
410	1	catholic	5	2	3	4	6	male	1	0.666666667
410	1	muslim	4	3	1	3	6	female	0	0.166666667
751	1	hindu	3	2	3	4	3	male	0	0.833333333
751	1	catholic	4	3	4	6	5	male	1	1
751	2	muslim	2	3	6	3	4	male	1	0.666666667
751	2	Chrisitan	1	1	1	6	3	female	0	0.5
751	2	catholic	5	4	4	4	2	female	1	0.833333333
751	1	others	2	5	6	5	4	male	0	0.666666667
751	1	others	4	4	3	5	5	female	0	0.333333333
751	1	others	6	3	3	5	1	male	1	0.166666667
751	1	Chrisitan	4	2	1	2	3	female	0	0.666666667
751	1	catholic	4	4	3	5	3	male	1	0.833333333
197	2	muslim	2	5	5	3	3	male	0	0.333333333
197	1	catholic	6	6	4	2	4	male	1	0.5
197	2	hindu	4	6	5	1	5	male	0	0.333333333
197	1	muslim	2	4	1	3	3	female	1	0.5
197	2	buddist	2	6	3	1	1	male	0	0.833333333
197	2	muslim	6	4	3	6	3	female	1	0.666666667
197	2	Chrisitan	6	6	6	2	4	male	1	0.5
197	2	others	2	3	5	5	3	male	0	0.333333333
197	2	hindu	3	1	5	6	3	male	1	0.333333333
197	1	buddist	2	4	1	4	2	male	0	0.5
892	1	hindu	1	2	5	2	4	female	0	0.166666667
892	2	muslim	6	4	5	5	2	male	1	0.833333333
892	1	catholic	3	4	1	3	1	female	1	0.833333333
892	2	muslim	5	5	4	3	5	male	0	0.666666667
892	2	Chrisitan	1	3	5	3	6	female	0	0
892	2	hindu	3	1	3	5	2	female	1	0.833333333
892	2	catholic	4	3	2	6	6	male	1	0.833333333
892	2	catholic	3	4	5	4	6	male	0	0.666666667
892	1	hindu	4	1	1	2	6	male	0	0.666666667
892	1	muslim	5	2	3	5	1	female	1	0.5
382	1	hindu	1	1	1	3	2	female	0	0.333333333
382	1	others	6	6	4	1	3	male	1	0.666666667
382	2	buddist	3	1	5	4	4	female	1	0.833333333
382	2	Chrisitan	2	4	2	1	6	male	0	0.166666667
382	1	others	1	2	6	5	4	female	1	0.666666667
382	1	buddist	3	6	3	6	2	male	0	0.333333333
382	1	muslim	1	4	1	6	4	female	1	0.333333333
382	1	muslim	3	3	3	2	5	female	0	0.166666667
382	1	buddist	3	2	2	6	2	male	1	0.666666667
382	2	buddist	1	1	1	2	3	female	0	0.333333333
254	2	muslim	3	3	5	3	1	female	1	0.666666667
254	1	catholic	6	3	2	4	4	male	0	0.5
254	1	buddist	4	5	5	6	6	male	0	0.166666667
254	1	buddist	5	5	1	1	3	male	1	0.666666667
254	1	Chrisitan	3	4	2	2	1	female	1	0.666666667
254	1	buddist	6	2	4	3	4	male	0	0.333333333
254	2	hindu	3	3	1	4	3	male	0	0.5
254	2	catholic	4	3	4	2	6	female	1	0.666666667
254	1	others	3	6	1	4	5	male	0	0.666666667
254	1	hindu	3	6	3	1	4	male	1	0.166666667
589	2	catholic	3	1	6	3	1	male	0	0.333333333
589	2	muslim	5	5	3	6	1	female	1	0.5
589	2	muslim	2	6	6	4	4	female	0	0.166666667
589	2	others	5	2	3	5	5	male	1	0.666666667
589	2	muslim	5	3	2	5	5	male	0	0.166666667
589	2	others	2	2	4	6	4	female	1	0.333333333
589	1	hindu	2	3	5	3	2	male	0	0.333333333
589	2	muslim	6	6	6	5	4	male	1	0.833333333
589	1	catholic	4	1	6	5	6	male	0	0.166666667
589	2	buddist	6	5	4	3	1	male	1	0.666666667
878	1	catholic	6	2	3	3	6	male	1	0.5
878	1	Chrisitan	1	3	2	4	5	male	0	0
878	2	buddist	5	1	2	4	4	male	1	0.666666667
878	1	buddist	3	5	2	4	6	male	0	0.5
878	1	muslim	3	3	4	2	6	female	0	0.5
878	1	Chrisitan	4	3	4	6	3	male	1	0.333333333
878	2	others	6	6	2	4	3	female	0	0.666666667
878	2	hindu	6	1	6	1	6	female	1	0.5
878	1	catholic	2	3	3	4	2	female	1	0.666666667
878	1	muslim	5	1	1	4	5	female	0	0.5
488	1	muslim	5	3	2	4	6	male	1	0.333333333
488	2	others	3	2	5	5	1	female	0	0.166666667
488	1	buddist	6	1	1	4	5	male	1	0.333333333
488	2	hindu	2	4	3	2	1	male	0	0.166666667
488	2	muslim	1	3	6	3	5	male	1	0.333333333
488	2	muslim	6	5	2	6	1	female	0	0.166666667
488	1	muslim	1	3	3	2	1	female	0	0.166666667
488	2	muslim	3	4	6	3	6	male	1	0.333333333
488	2	Chrisitan	1	1	1	2	1	female	1	0.5
488	2	muslim	4	4	6	6	6	male	0	0.333333333
423	2	muslim	1	6	5	3	1	female	1	0.666666667
423	1	Chrisitan	3	2	4	5	3	female	0	0.333333333
423	2	muslim	6	3	1	4	1	female	1	0.666666667
423	1	buddist	5	1	5	3	6	female	0	0.333333333
423	2	hindu	3	2	3	3	3	female	0	0.666666667
423	2	buddist	2	4	5	6	6	female	1	0.166666667
423	2	catholic	6	2	5	2	4	female	1	0.666666667
423	2	others	3	2	2	6	1	male	0	0.333333333
423	2	others	3	2	3	5	5	male	0	0.833333333
423	1	catholic	4	3	2	2	4	female	1	0.5
474	1	muslim	2	3	3	2	1	male	1	0.833333333
474	1	others	2	1	1	1	3	male	0	0.166666667
474	1	hindu	6	1	3	5	6	female	0	1
474	1	catholic	5	3	4	2	5	female	1	0.333333333
474	2	catholic	5	2	4	4	4	male	1	1
474	1	muslim	5	3	4	3	4	female	0	0.833333333
474	2	Chrisitan	4	5	3	6	1	female	1	1
474	1	catholic	1	4	1	1	1	male	0	0.666666667
474	2	hindu	4	2	4	3	1	female	1	1
474	2	muslim	5	4	6	1	4	male	0	0.166666667
462	1	hindu	1	6	5	4	6	male	0	0.5
462	1	buddist	3	2	5	4	5	female	1	0.833333333
462	2	catholic	3	6	1	6	4	female	0	0.166666667
462	1	hindu	3	6	6	3	4	female	1	0.666666667
462	1	buddist	6	2	5	3	1	female	1	0.833333333
462	1	buddist	5	3	1	4	6	male	0	0.5
462	2	buddist	4	5	4	1	4	male	1	0.833333333
462	1	muslim	5	5	1	6	6	male	0	0.5
462	1	hindu	5	1	4	5	2	male	0	0.5
462	1	hindu	4	4	1	2	6	female	1	0.833333333
504	1	hindu	5	1	5	1	6	male	0	0
504	2	hindu	2	3	5	4	2	female	1	0.5
504	2	buddist	1	2	5	3	2	male	1	0.5
504	1	catholic	1	6	1	1	3	male	0	0.166666667
504	2	Chrisitan	2	5	2	4	3	male	0	0.166666667
504	2	hindu	4	2	2	1	5	female	1	0.666666667
504	2	Chrisitan	5	2	4	2	2	female	1	0.666666667
504	2	Chrisitan	1	1	6	6	5	male	0	0.333333333
504	1	buddist	4	4	5	1	2	male	0	0.333333333
504	2	buddist	6	3	3	2	4	male	1	0.833333333
896	1	Chrisitan	3	4	5	3	1	female	1	0.5
896	1	buddist	5	3	1	3	3	male	0	0.666666667
896	1	others	4	2	6	2	5	male	1	0.833333333
896	1	catholic	5	5	3	1	6	female	0	0.666666667
896	2	buddist	4	1	5	2	4	male	0	0.5
896	2	catholic	1	2	4	5	4	female	1	0.666666667
896	2	buddist	3	2	1	5	3	female	1	0.833333333
896	1	buddist	5	5	6	6	1	male	0	1
896	2	catholic	4	2	3	4	1	male	1	1
896	2	catholic	1	5	3	1	1	male	0	1
436	1	Chrisitan	2	5	5	4	4	male	0	0.333333333
436	2	Chrisitan	4	2	1	4	1	female	1	0.833333333
436	2	muslim	6	2	3	4	1	female	1	0.833333333
436	2	others	5	4	6	5	2	female	0	0.333333333
436	1	hindu	1	5	1	6	4	male	1	0.833333333
436	2	hindu	3	2	4	4	5	female	0	0.333333333
436	1	catholic	6	4	1	2	3	male	0	0.666666667
436	1	others	4	1	3	2	1	male	1	0.833333333
436	1	others	6	1	6	2	2	male	0	0.666666667
436	2	catholic	4	4	3	5	5	female	1	0.833333333
83	1	buddist	1	1	1	4	2	female	0	0.333333333
83	1	hindu	6	2	2	4	5	male	1	0.666666667
83	2	muslim	1	1	3	4	5	female	0	0.333333333
83	2	hindu	3	1	1	4	2	female	1	0.5
83	2	muslim	6	1	4	1	1	female	1	0.833333333
83	1	Chrisitan	3	6	1	3	2	male	0	0.166666667
83	2	muslim	4	1	6	4	6	female	0	0.5
83	2	Chrisitan	4	1	3	1	3	female	1	0.666666667
83	1	muslim	3	6	5	4	6	female	0	0.166666667
83	1	others	2	4	5	6	2	male	1	0.166666667
748	2	catholic	2	6	6	1	5	female	0	0.5
748	1	buddist	4	1	5	4	4	female	1	0.5
748	2	buddist	5	6	6	4	2	female	0	0.5
748	2	catholic	5	4	5	3	1	male	1	1
748	1	muslim	6	2	6	5	2	male	0	0.5
748	1	muslim	4	3	5	4	5	male	1	0.666666667
748	1	catholic	5	6	1	2	5	female	0	0.666666667
748	2	others	1	3	2	2	3	female	1	0.666666667
748	2	hindu	2	3	1	6	6	female	0	0.166666667
748	1	buddist	6	2	2	2	4	female	1	0.5
260	1	catholic	6	4	6	1	6	male	1	0.666666667
260	2	hindu	6	5	6	5	1	female	0	0.5
260	2	muslim	3	5	3	2	3	male	0	0.333333333
260	1	catholic	6	5	6	3	1	female	1	0.833333333
260	1	buddist	4	4	5	6	5	male	1	0.833333333
260	1	others	3	2	5	5	5	male	0	0.333333333
260	2	catholic	4	4	3	3	6	female	1	0.833333333
260	2	muslim	1	6	3	2	1	male	0	0
260	2	Chrisitan	1	6	2	1	1	male	0	0.5
260	2	others	6	4	5	1	3	male	1	0
656	1	hindu	6	2	6	1	5	female	0	0.5
656	2	muslim	4	1	3	4	6	male	1	0.5
656	2	muslim	2	3	6	2	3	female	1	0.333333333
656	2	hindu	1	3	1	4	5	male	0	0.166666667
656	2	others	1	3	2	4	1	female	0	0.5
656	2	muslim	5	6	3	2	1	male	1	0.166666667
656	2	muslim	1	6	5	6	1	female	0	0.166666667
656	2	hindu	3	5	1	4	2	male	1	0.833333333
656	2	hindu	3	5	2	3	3	male	1	0.833333333
656	2	muslim	5	4	6	2	3	female	0	0.5
397	1	buddist	2	2	2	6	6	male	1	1
397	2	Chrisitan	1	5	1	1	3	male	0	0
397	2	catholic	3	2	3	6	3	female	0	0.833333333
397	1	Chrisitan	2	1	6	5	1	female	1	0.5
397	1	buddist	3	5	6	3	2	female	1	0.833333333
397	2	buddist	3	6	4	1	1	male	0	0.5
397	1	muslim	2	2	1	1	5	female	0	0.833333333
397	1	others	5	3	5	5	6	male	1	0
397	1	catholic	3	6	1	6	5	female	0	0.166666667
397	1	catholic	6	1	4	2	2	female	1	0.666666667
448	2	others	3	6	4	5	1	male	1	0.666666667
448	2	others	5	5	5	6	4	female	0	0.333333333
448	1	hindu	3	2	2	5	1	female	1	0.833333333
448	1	hindu	6	6	4	5	5	male	0	0.166666667
448	2	Chrisitan	1	6	5	1	6	male	0	0.333333333
448	2	hindu	3	2	5	6	3	female	1	0.666666667
448	2	muslim	3	1	6	1	4	male	0	0.833333333
448	1	buddist	5	2	1	5	1	female	1	0.5
448	1	others	3	2	4	6	4	female	1	0.833333333
448	1	others	5	6	1	5	3	female	0	0.5
100	2	Chrisitan	1	3	6	3	3	female	0	0
100	2	muslim	5	3	6	4	3	male	1	1
100	2	catholic	4	1	5	1	6	male	0	0
100	1	Chrisitan	6	2	3	5	2	male	1	1
100	2	buddist	6	6	2	5	2	male	1	1
100	1	others	5	6	4	3	3	male	0	0
100	1	Chrisitan	2	2	6	2	5	male	0	0
100	2	buddist	2	4	6	6	4	male	1	1
100	2	catholic	1	2	2	6	1	male	1	0.666666667
100	2	Chrisitan	2	6	1	1	6	female	0	0.333333333
145	1	catholic	5	3	6	3	3	male	0	0.5
145	2	muslim	1	4	3	2	2	male	1	0.666666667
145	2	buddist	5	5	6	5	5	female	1	0.666666667
145	1	muslim	1	4	5	6	6	male	0	0.5
145	2	catholic	4	2	2	4	6	male	0	0.5
145	1	buddist	3	5	6	1	1	female	1	0.666666667
145	2	others	6	4	6	5	1	male	0	0.5
145	1	Chrisitan	4	1	3	1	5	female	1	0.666666667
145	2	buddist	4	1	4	5	5	male	0	0.5
145	2	muslim	2	1	5	1	6	male	1	0.666666667
881	1	muslim	1	2	5	6	5	female	1	0.5
881	1	others	4	6	2	6	5	female	0	0
881	1	catholic	6	2	4	1	4	male	1	0.666666667
881	2	Chrisitan	2	2	4	5	1	male	0	0.333333333
881	2	Chrisitan	2	5	1	5	5	female	1	0.666666667
881	2	others	1	5	5	5	4	female	0	0
881	1	buddist	3	5	4	5	6	male	1	0.5
881	2	hindu	1	3	1	3	2	male	0	0
766	2	buddist	5	6	1	3	6	female	0	0.333333333
